compound_name	inchi_key	adduct	mz	rt_peak	rt_min	rt_max	mz_tolerance	polarity	identification_notes	classes	pathways	source	rt_space	tags
PENCICLOVIR	JNTOCHDNEULJHD-UHFFFAOYSA-N	[M-H]-	252.11021334	0.9636142910117657	0.46361429101176566	1.4636142910117655		negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_NEG_MS2_43_MS-P5-C4_1_Rg80to1200-CE205060norm--S1_Run235.h5	HF_Aug2019	
METHYLTHIOURACIL	HWGBHCRJGXAGEU-UHFFFAOYSA-N	[M-H]-	141.012807812	0.9801009918043326	0.48010099180433263	1.4801009918043326		negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_NEG_MS2_36_MS-P4-C7_1_Rg80to1200-CE205060norm--S1_Run198.h5	HF_Aug2019	
METAPROTERENOL	LMOINURANNBYCM-UHFFFAOYSA-N	[M-H]-	210.113567404	1.0056055828777606	0.5056055828777606	1.5056055828777604		negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_NEG_MS2_23_MS-P3-C4_1_Rg80to1200-CE205060norm--S1_Run131.h5	HF_Aug2019	
5-hydroxy-3-methylbutenolide	HQIZYPQNJWENRT-UHFFFAOYSA-N	[M-H]-	113.024418052	1.0143451491155253	0.5143451491155253	1.5143451491155253	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20251211_JGI_LP-AC_510770_StrigoArab_final_IQX_C18_USDAY99597/20251211_JGI_LP-AC_510770_StrigoArab_final_IQX_C18_USDAY99597_NEG_MS2_RefStd-46_5-hydroxy-3-methylbutenolide_1_Rg80to1200-CE102040norm-strigo-ACNwater-S1_Run727.h5	HF_Aug2019	
2'-deoxyadenosine	OLXZPDWKRNYJJZ-RRKCRQDMSA-N	[M+Cl]-	286.071239	1.02724607	0.82724607	1.22724607		negative				20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_NEG_MSMS_25_P-4-R-A_1_Rg70to1050-CE102040--S1_Run139.mzML	HF_Aug2019	
serotonin	QZAYGJVTTNCVMB-UHFFFAOYSA-N	[M-H]-	175.087687004	1.0304963815892032	0.5304963815892032	1.5304963815892032	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20260327_JGI_AE_511825_SorghAnth_final_EXP120B_C18_USDAY91587/20260327_JGI_AE_511825_SorghAnth_final_EXP120B_C18_USDAY91587_NEG_MS2_RefStd-2_serotonin-10ugml_1_Rg80to1200-CE205060norm-RefStd-S1_Run249.h5	HF_Aug2019	
l-3-o-methyl-dopa	PFDUUKDQEHURQC-ZETCQYMHSA-N	[M-H]-	210.077158	1.03407039	0.83407039	1.23407039		negative				20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_NEG_MSMS_27_P-4-R-C_1_Rg70to1050-CE102040--S1_Run149.mzML	HF_Aug2019	
glutaric acid	JFCQEDHGNNZCLN-UHFFFAOYSA-N	[M-H]-	131.034959	1.0388063	0.8388063	1.2388063		negative				20190221_KBL_TN-KZ_EMA_KZStds_Vials1to18_QE-HF_C18_USDAY46910_NEG_MSMS_13n14_KZ-stds-100MeOH_1_Rg70to1050-CE102040--S1_Run68.mzML	HF_Aug2019	
4-Hydroxy-glucobrassicin	CSMYCLLHRFFFLG-IRHMCKRBSA-N	[M-H]-	463.0486608399999	1.061336586928155	0.561336586928155	1.5613365869281548	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20251211_JGI_LP-AC_510770_StrigoArab_final_IQX_C18_USDAY99597/20251211_JGI_LP-AC_510770_StrigoArab_final_IQX_C18_USDAY99597_NEG_MS2_RefStd-5_4-Hydroxy-glucobrassicin_1_Rg80to1200-CE102040norm-glucosinolate-water-S1_Run518.h5	HF_Aug2019	
vanillylmandelic acid	CGQCWMIAEPEHNQ-UHFFFAOYSA-N	[M-H]-	197.045523	1.0818448	0.8818448	1.2818448		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_236_P-30-R-D_1_Rg90to1350-CE102040--S1_Run1187.mzML	HF_Aug2019	
4-methylcatechol	ZBCATMYQYDCTIZ-UHFFFAOYSA-N	[M-H]-	123.04513	1.20179161	1.00179161	1.40179161		negative				20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_NEG_MSMS_44_P-6-R-D_1_Rg70to1050-CE102040--S1_Run194.mzML	HF_Aug2019	
pyridoxal	RADKZDMFGJYCBB-UHFFFAOYSA-N	[M-H]-	166.0509431	1.20639113	1.00639113	1.40639113		negative				20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_NEG_MSMS_44_P-6-R-D_1_Rg70to1050-CE102040--S1_Run194.mzML	HF_Aug2019	
homogentisate	IGMNYECMUMZDDF-UHFFFAOYSA-N	[M-H]-	167.0349587	1.2132904	1.0132904	1.4132904		negative				20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_NEG_MSMS_44_P-6-R-D_1_Rg70to1050-CE102040--S1_Run194.mzML	HF_Aug2019	
kynurenine	YGPSJZOEDVAXAB-UHFFFAOYSA-N	[M-H]-	207.077492	1.22268419	1.02268419	1.422684188		negative				20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_NEG_MSMS_32_P-4-R-H_1_Rg90to1350-CE102040--S1_Run167.mzML	HF_Aug2019	
l-kynurenine	YGPSJZOEDVAXAB-QMMMGPOBSA-N	[M-H]-	207.077492	1.23410066	1.03410066	1.43410066		negative				20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_NEG_MSMS_1_P-1-R-A_1_Rg70to1050-CE102040--S1_Run19.mzML	HF_Aug2019	
5-iodouracil	KSNXJLQDQOIRIP-UHFFFAOYSA-N	[M-H]-	236.916625	1.28448835	1.08448835	1.48448835		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_58_P-8-R-B_1_Rg90to1350-CE102040--S1_Run297.mzML	HF_Aug2019	
5-methoxyuridine	ZXIATBNUWJBBGT-UHFFFAOYSA-N	[M-H]-	273.072801	1.29642545	1.09642545	1.49642545		negative				20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_NEG_MSMS_25_P-4-R-A_1_Rg90to1350-CE102040--S1_Run132.mzML	HF_Aug2019	
itaconate	LVHBHZANLOWSRM-UHFFFAOYSA-N	[M-H]-	129.019309	1.319453696	1.119453696	1.519453696		negative				20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_NEG_MSMS_60_P-Iso1n2n3n4n6-V2_1_Rg70to1050-CE102040--S1_Run224.mzML	HF_Aug2019	
2-amino-4,6-dimethylnicotinic acid	XITZJLJVSFQXLV-UHFFFAOYSA-N	[M-H]-	165.066928	1.34440788	1.14440788	1.54440788		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_240_P-30-R-H_1_Rg90to1350-CE102040--S1_Run1207.mzML	HF_Aug2019	
2-oxovaleric acid	KDVFRMMRZOCFLS-UHFFFAOYSA-N	[M-H]-	115.040044	1.38387983	1.183879832	1.58387983		negative				20190221_KBL_TN-KZ_EMA_KZStds_Vials1to18_QE-HF_C18_USDAY46910_NEG_MSMS_11n12_KZ-stds-100MeOH_1_Rg70to1050-CE102040--S1_Run63.mzML	HF_Aug2019	
ROXARSONE	XMVJITFPVVRMHC-UHFFFAOYSA-N	[M-H]-	261.933832412	1.4236662060998526	0.9236662060998526	1.9236662060998526		negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_NEG_MS2_47_MS-P5-C8_1_Rg80to1200-CE102040norm--S1_Run256.h5	HF_Aug2019	
xanthosine	UBORTCNDUKBEOP-UUOKFMHZSA-N	[M-H]-	283.068384	1.42934494	1.229344941	1.62934494		negative				20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_NEG_MSMS_14_P-2-R-F_1_Rg70to1050-CE102040--S1_Run84.mzML	HF_Aug2019	
phenylalanine	COLNVLDHVKWLRT-UHFFFAOYSA-N	[M-H]-	164.0716786	1.45285417	1.25285417	1.65285417		negative				20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_NEG_MSMS_59_P-8-R-C_1_Rg90to1350-CE102040--S1_Run302.mzML	HF_Aug2019	
2-(3-methyl-2,6-dioxo-1,3,7-trihydropurin-7-yl)acetic acid	AGASXISVTOCAIF-UHFFFAOYSA-N	[M-H]-	223.047255	1.45681994	1.25681994	1.65681994		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_239_P-30-R-G_1_Rg90to1350-CE102040--S1_Run1202.mzML	HF_Aug2019	
ryscinic acid	JOTXKBDAQVLFAX-UHFFFAOYSA-N	[M-H]-	149.035627	1.48011661	1.28011661	1.680116611		negative				20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_NEG_MSMS_11_P-2-R-C_1_Rg90to1350-CE102040--S1_Run62.mzML	HF_Aug2019	
(2-isobutyrylamino-acetylamino)-acetic acid	HZXKIWTUQWWSDX-UHFFFAOYSA-N	[M-H]-	201.0880569	1.48906346	1.28906346	1.68906346		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_288_P-36-R-H_1_Rg90to1350-CE102040--S1_Run1447.mzML	HF_Aug2019	
4-hydroxyphenylacetamide	YBPAYPRLUDCSEY-UHFFFAOYSA-N	[M-H]-	150.056029	1.53966985	1.33966985	1.73966985		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_237_P-30-R-E_1_Rg90to1350-CE102040--S1_Run1192.mzML	HF_Aug2019	
2-(6-oxohydropurin-8-ylthio)acetic acid	AVYNRDYUSMADRZ-UHFFFAOYSA-N	[M-H]-	225.008761	1.54188771	1.34188771	1.74188771		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_63_P-8-R-G_1_Rg90to1350-CE102040--S1_Run322.mzML	HF_Aug2019	
SULFACETAMIDE	SKIVFJLNDNKQPD-UHFFFAOYSA-N	[M-H]-	213.03393718	1.5721229599289974	1.0721229599289974	2.0721229599289974		negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_NEG_MS2_49_MS-P5-C10_1_Rg80to1200-CE102040norm--S1_Run266.h5	HF_Aug2019	
patulin	ZRWPUFFVAOMMNM-UHFFFAOYSA-N	[M-H]-	153.0193087	1.57894194	1.37894194	1.77894194		negative				20190115_KBL_TN_EMA_Enzo_Pl1to6_QE-HF_C18_USDAY46918_Stds1_NEG_MSMS_26_P-4-R-B_1_Rg90to1350-CE102040--S1_Run137.mzML	HF_Aug2019	
POTASSIUM p-AMINOBENZOATE	ALYNCZNDIQEVRV-UHFFFAOYSA-N	[M-H]-	136.040402464	1.5921214020165888	1.0921214020165888	2.0921214020165886		negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_NEG_MS2_6_MS-P1-C7_1_Rg80to1200-CE102040norm--S1_Run41.h5	HF_Aug2019	
3,4-dihydroxybenzoate	YQUVCSBJEUQKSH-UHFFFAOYSA-N	[M-H]-	153.0193087	1.59987637	1.399876365	1.79987637		negative				20190108_KBL_TN_EMA_MSMLS_Plt5n7_QE-HF_C18_USDAY46918_Stds1_NEG_MSMS_37_P-5-R-E_1_Rg70to1050-CE102040--S1_Run33.mzML	HF_Aug2019	
catechol	YCIMNLLNPGFGHC-UHFFFAOYSA-N	[M-H]-	109.029479	1.59987637	1.399876365	1.79987637		negative				20190108_KBL_TN_EMA_MSMLS_Plt5n7_QE-HF_C18_USDAY46918_Stds1_NEG_MSMS_37_P-5-R-E_1_Rg70to1050-CE102040--S1_Run33.mzML	HF_Aug2019	
CHLOROTHIAZIDE	JBMKAUGHUNFTOL-UHFFFAOYSA-N	[M-H]-	293.9415493519999	1.5998942052108667	1.0998942052108667	2.099894205210867		negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_NEG_MS2_6_MS-P1-C7_1_Rg80to1200-CE205060norm--S1_Run42.h5	HF_Aug2019	
ethylmalonic acid	UKFXDFUAPNAMPJ-UHFFFAOYSA-N	[M-H]-	131.034959	1.63148668	1.43148668	1.83148668		negative				20190108_KBL_TN_EMA_MSMLS_Plt5n7_QE-HF_C18_USDAY46918_Stds1_NEG_MSMS_39_P-5-R-G_1_Rg70to1050-CE102040--S1_Run43.mzML	HF_Aug2019	
2-fluoro-phenylalanine	NYCRCTMDYITATC-UHFFFAOYSA-N	[M-H]-	182.0622568	1.7076797	1.5076797	1.9076797		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_33_P-5-R-A_1_Rg90to1350-CE102040--S1_Run172.mzML	HF_Aug2019	
3-hydroxyanthranilate	WJXSWCUQABXPFS-UHFFFAOYSA-N	[M-H]-	152.035293	1.72123544	1.521235435	1.92123544		negative				20190108_KBL_TN_EMA_MSMLS_Plt5n7_QE-HF_C18_USDAY46918_Stds1_NEG_MSMS_38_P-5-R-F_1_Rg70to1050-CE102040--S1_Run38.mzML	HF_Aug2019	
m-fluoro-phenylalanine	VWHRYODZTDMVSS-UHFFFAOYSA-N	[M-H]-	182.0622568	1.82984737	1.629847374	2.02984737		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_40_P-5-R-H_1_Rg90to1350-CE102040--S1_Run207.mzML	HF_Aug2019	
(1)-1,2,3,4-tetrahydroisoquinoline-3-carboxylic acid	BWKMGYQJPOAASG-UHFFFAOYSA-N	[M-H]-	176.0716786	1.83217338	1.632173376	2.032173376		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_50_P-7-R-B_1_Rg90to1350-CE102040--S1_Run257.mzML	HF_Aug2019	
4-fluoro-phenylalanine	XWHHYOYVRVGJJY-UHFFFAOYSA-N	[M-H]-	182.0622568	1.84829499	1.64829499	2.04829499		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_39_P-5-R-G_1_Rg90to1350-CE102040--S1_Run202.mzML	HF_Aug2019	
3-nitro-l-tyrosine	FBTSQILOGYXGMD-LURJTMIESA-N	[M-H]-	225.051671	1.90799411	1.70799411	2.10799411		negative				20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_NEG_MSMS_19_P-3-R-C_1_Rg70to1050-CE102040--S1_Run109.mzML	HF_Aug2019	
n-benzyl-aspartic acid	RKSKSWSMXZYPFW-UHFFFAOYSA-N	[M-H]-	222.077158	1.91278769	1.71278769	2.11278769		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_219_P-28-R-C_1_Rg90to1350-CE102040--S1_Run1102.mzML	HF_Aug2019	
2-hydroxy-2-(3-hydroxy-4-methoxyphenyl)acetic acid	PXMUSCHKJYFZFD-UHFFFAOYSA-N	[M-H]-	197.045523	1.91902131	1.719021306	2.11902131		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_222_P-28-R-F_1_Rg90to1350-CE102040--S1_Run1117.mzML	HF_Aug2019	
1,9-dimethyluric acid	UARKDOLETOEBCU-UHFFFAOYSA-N	[M-H]-	195.05234	1.92901111	1.729011108	2.129011108		negative				20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_NEG_MSMS_61_P-8-R-E_1_Rg90to1350-CE102040--S1_Run312.mzML	HF_Aug2019	
glycyl-l-leucine	DKEXFJVMVGETOO-LURJTMIESA-N	[M-H]-	187.108792	1.93768071	1.73768071	2.13768071		negative				20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_NEG_MSMS_72_P-9-R-H_1_Rg90to1350-CE102040--S1_Run367.mzML	HF_Aug2019	
n,n'-bis(3-hydroxypropyl)ethanediamide	JPCJYZZUEISJGO-UHFFFAOYSA-N	[M+formate]-	249.109208	1.94277504	1.74277504	2.142775042		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_52_P-7-R-D_1_Rg90to1350-CE102040--S1_Run267.mzML	HF_Aug2019	
5-bromo-6-[(3-hydroxypropyl)amino]-1,3-dihydropyrimidine-2,4-dione	NBYMRXQPRVVEQY-UHFFFAOYSA-N	[M-H]-	261.983253	1.96278014	1.76278014	2.16278014		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_288_P-36-R-H_1_Rg90to1350-CE102040--S1_Run1447.mzML	HF_Aug2019	
2-amino-8-morpholino-1h-purin-6(9h)-one	NYDOHXMVJHDKNC-UHFFFAOYSA-N	[M-H]-	235.094874	1.97634104	1.77634104	2.17634104		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_274_P-35-R-B_1_Rg90to1350-CE102040--S1_Run1377.mzML	HF_Aug2019	
nebularine	MRWXACSTFXYYMV-UHFFFAOYSA-N	[M+formate]-	297.084056	1.9837417	1.783741702	2.183741702		negative				20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_NEG_MSMS_11_P-2-R-C_1_Rg90to1350-CE102040--S1_Run62.mzML	HF_Aug2019	
4-nitro-phenylalanine	GTVVZTAFGPQSPC-UHFFFAOYSA-N	[M-H]-	209.056757	1.98636884	1.78636884	2.18636884		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_32_P-4-R-H_1_Rg90to1350-CE102040--S1_Run167.mzML	HF_Aug2019	
n-2-acetylguanine	MXSMRDDXWJSGMC-UHFFFAOYSA-N	[M-H]-	192.052675	1.99338571	1.79338571	2.19338571		negative				20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_NEG_MSMS_34_P-5-R-B_1_Rg90to1350-CE102040--S1_Run177.mzML	HF_Aug2019	
HYDROCHLOROTHIAZIDE	JZUFKLXOESDKRF-UHFFFAOYSA-N	[M-H]-	295.9571994159999	2.0049908702641135	1.5049908702641135	2.5049908702641135		negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_NEG_MS2_22_MS-P3-C3_1_Rg80to1200-CE205060norm--S1_Run126.h5	HF_Aug2019	
thymidine	IQFYYKKMVGJFEH-XLPZGREQSA-N	[M-H]-	241.082972	2.0064509	1.8064509	2.2064509		negative				20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_NEG_MSMS_4_P-1-R-D_1_Rg70to1050-CE102040--S1_Run34.mzML	HF_Aug2019	
2-(2-aminopropanoylamino)pentanoic acid	AIPOPRCRQHBMLB-UHFFFAOYSA-N	[M-H]-	187.108792	2.00884833	1.808848325	2.208848325		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_257_P-33-R-A_1_Rg90to1350-CE102040--S1_Run1292.mzML	HF_Aug2019	
aucubin	RJWJHRPNHPHBRN-KNZMTWEISA-N	[M+formate]-	391.124583	2.00898967	1.80898967	2.20898967		negative				20190115_KBL_TN_EMA_Enzo_Pl1to6_QE-HF_C18_USDAY46918_Stds1_NEG_MSMS_26_P-4-R-B_1_Rg90to1350-CE102040--S1_Run137.mzML	HF_Aug2019	
kainic acid	VLSMHEGGTFMBBZ-OOZYFLPDSA-N	[M-H]-	212.092808	2.01590404	1.815904041	2.215904041		negative				20190115_KBL_TN_EMA_Enzo_Pl1to6_QE-HF_C18_USDAY46918_Stds1_NEG_MSMS_7_P-1-R-G_1_Rg90to1350-CE102040--S1_Run42.mzML	HF_Aug2019	
tryptophanamide	JLSKPBDKNIXMBS-VIFPVBQESA-N	[M-H]-	202.098562	2.02020855	1.820208547	2.220208547		negative				20190108_KBL_TN_EMA_MSMLS_Plt5n7_QE-HF_C18_USDAY46918_Stds1_NEG_MSMS_36_P-5-R-D_1_Rg70to1050-CE102040--S1_Run28.mzML	HF_Aug2019	
5'-deoxyadenosine	XGYIMTFOTBMPFP-KQYNXXCUSA-N	[M+Cl]-	286.071239	2.02317836	1.82317836	2.22317836		negative				20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_NEG_MSMS_24_P-3-R-H_1_Rg70to1050-CE102040--S1_Run134.mzML	HF_Aug2019	
iptg	BPHPUYQFMNQIOC-NXRLNHOXSA-N	[M+formate]-	283.085696	2.04330988	1.84330988	2.24330988		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_255_P-32-R-G_1_Rg90to1350-CE102040--S1_Run1282.mzML	HF_Aug2019	
pyrrole-2-carboxylate	WRHZVMBBRYBTKZ-UHFFFAOYSA-N	[M-H]-	110.024728	2.05246922	1.85246922	2.25246922		negative				20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_NEG_MSMS_45_P-6-R-E_1_Rg70to1050-CE102040--S1_Run199.mzML	HF_Aug2019	
ACETAMINOPHEN	RZVAJINKPMORJF-UHFFFAOYSA-N	[M-H]-	150.056052528	2.058626543336438	1.558626543336438	2.5586265433364375		negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_NEG_MS2_7_MS-P1-C8_1_Rg80to1200-CE102040norm--S1_Run46.h5	HF_Aug2019	
hydroxytyrosol	JUUBCHWRXWPFFH-UHFFFAOYSA-N	[M-H]-	153.0556942	2.062456593	1.862456593	2.262456593		negative				20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_NEG_MSMS_57_P-8-R-A_1_Rg90to1350-CE102040--S1_Run292.mzML	HF_Aug2019	
n-((1e)-2-(4-pyridyl)-1-azavinyl)-2-[(3,5-dioxo(2h,4h-1,2,4-triazin-6-yl))amin o]propanamide	NKEXTNLGLAPHOC-MKMNVTDBSA-N	[M-H]-	302.100687	2.06658585	1.866585852	2.26658585		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_30_P-4-R-F_1_Rg90to1350-CE102040--S1_Run157.mzML	HF_Aug2019	
n-[2,5-bis(acetylamino)phenyl]-4-o-hexopyranosylhexopyranosylamine	OOLYNDFUXLUWHC-UHFFFAOYSA-N	[M+formate]-	576.204625	2.06680255	1.866802549	2.266802549		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_39_P-5-R-G_1_Rg90to1350-CE102040--S1_Run202.mzML	HF_Aug2019	
ACETAZOLAMIDE	BZKPWHYZMXOIDC-UHFFFAOYSA-N	[M-H]-	220.980856052	2.0735895116637084	1.5735895116637084	2.573589511663709		negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_NEG_MS2_6_MS-P1-C7_1_Rg80to1200-CE205060norm--S1_Run42.h5	HF_Aug2019	
AMINOSALICYLATE SODIUM	WUBBRNOQWQTFEX-UHFFFAOYSA-N	[M-H]-	152.035317084	2.083878503453074	1.5838785034530738	2.5838785034530733		negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_NEG_MS2_9_MS-P1-C10_1_Rg80to1200-CE205060norm--S1_Run57.h5	HF_Aug2019	
3-(2-hydroxy-3-methoxyphenyl)-1,5-dimethyl-4,6-dioxo-1,2,3,5,3a,6a-hexahydro-2 ,5-diazapentalenecarboxylic acid	XDQGAOKGLVNKPO-UHFFFAOYSA-N	[M-H]-	333.109186	2.08458728	1.88458728	2.28458728		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_222_P-28-R-F_1_Rg90to1350-CE102040--S1_Run1117.mzML	HF_Aug2019	
2',3'-dideoxyuridine	BTOTXLJHDSNXMW-QFSRMBNQSA-N	[M-H]-	211.072407	2.085001598	1.885001598	2.285001598		negative				20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_NEG_MSMS_17_P-3-R-A_1_Rg90to1350-CE102040--S1_Run92.mzML	HF_Aug2019	
1-methyladenosine	GFYLSDSUCHVORB-IOSLPCCCSA-N	[M+Cl]-	316.081804	2.08950835	1.88950835	2.289508345		negative				20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_NEG_MSMS_12_P-2-R-D_1_Rg70to1050-CE102040--S1_Run74.mzML	HF_Aug2019	
