label	compound_name	inchi_key	adduct	mz	rt_peak	rt_min	rt_max	mz_tolerance	polarity	identification_notes	lcmsrun_source	rt_space
4-methylquinoline-2-carboxylic acid	4-methylquinoline-2-carboxylic acid	QBDSKOATHWHNOZ-UHFFFAOYSA-N	[M+H]+	188.070629	0.8963731	0.696373099	1.0963731	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_122_P-16-R-B_1_Rg90to1350-CE102040--S1_Run615.mzML	HF_Aug2019
guanosine	guanosine	NYHBQMYGNKIUIF-UUOKFMHZSA-N	[M+H]+	284.098969	0.90375896	0.703758958	1.10375896	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_0_QC-new_Pre_Rg70to1050-CE102040--QC_Run6.mzML	HF_Aug2019
citraconic acid	citraconic acid	HNEGQIOMVPPMNR-IHWYPQMZSA-N	[M+H-H2O]+	113.023309	0.91051322	0.710513216	1.11051322	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_59_P-Iso1n2n3n4n6-V1_1_Rg70to1050-CE102040--S1_Run217.mzML	HF_Aug2019
adenosine	adenosine	OIRDTQYFTABQOQ-KQYNXXCUSA-N	[M+H]+	268.104029896	0.9117035627360314	0.4117035627360313	1.4117035627360313	5.0	positive		/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_POS_MS2_10_MS-P1-C11_1_Rg80to1200-CE205060norm--S1_Run62.h5	HF_Aug2019
4-quinolinecarboxylic acid	4-quinolinecarboxylic acid	VQMSRUREDGBWKT-UHFFFAOYSA-N	[M+H]+	174.054979	0.9194573	0.719457297	1.1194573	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_43_P-6-R-C_1_Rg70to1050-CE102040--S1_Run187.mzML	HF_Aug2019
methimazole	methimazole	PMRYVIKBURPHAH-UHFFFAOYSA-N	[M+H]+	115.032445192	0.9199224804505758	0.4199224804505758	1.419922480450576	5.0	positive		/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_POS_MS2_27_MS-P3-C8_1_Rg80to1200-CE102040norm--S1_Run148.h5	HF_Aug2019
4-acetamidobutanoate	4-acetamidobutanoate	UZTFMUBKZQVKLK-UHFFFAOYSA-N	[M+H]+	146.0811932	0.92408122	0.724081222	1.12408122	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_12_P-2-R-D_1_Rg70to1050-CE102040--S1_Run72.mzML	HF_Aug2019
phenylethanolamine	phenylethanolamine	ULSIYEODSMZIPX-UHFFFAOYSA-N	[M+H]+	138.091364	0.92904067	0.72904067	1.12904067	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt5n7_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_36_P-5-R-D_1_Rg70to1050-CE102040--S1_Run26.mzML	HF_Aug2019
4-pyridoxate	4-pyridoxate	HXACOUQIXZGNBF-UHFFFAOYSA-N	[M+H]+	184.060458	0.93349713	0.73349713	1.13349713	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_11_P-2-R-C_1_Rg70to1050-CE102040--S1_Run67.mzML	HF_Aug2019
5-hydroxy-l-tryptophan	5-hydroxy-l-tryptophan	LDCYZAJDBXYCGN-UHFFFAOYSA-N	[M+H]+	221.092092	0.93802117	0.73802117	1.13802117	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_28_P-4-R-D_1_Rg70to1050-CE102040--S1_Run152.mzML	HF_Aug2019
isoproterenol	isoproterenol	JWZZKOKVBUJMES-UHFFFAOYSA-N	[M+H]+	212.128119404	0.9418085104403232	0.4418085104403233	1.441808510440323	5.0	positive		/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_POS_MS2_21_MS-P3-C2_1_Rg80to1200-CE102040norm--S1_Run118.h5	HF_Aug2019
3-deazauridine	3-deazauridine	CBOKZNLSFMZJJA-UHFFFAOYSA-N	[M+H]+	244.081587	0.95192041	0.751920413	1.15192041	5.0	positive		20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_POS_MSMS_20_P-3-R-D_1_Rg90to1350-CE102040--S1_Run105.mzML	HF_Aug2019
gluconapin (peak2)	gluconapin (peak2)	PLYQBXHVYUJNQB-BZVDQRPCSA-N	[M+H]+	374.0573991879999	0.9823633223238608	0.4823633223238609	1.4823633223238608	5.0	positive		/global/cfs/cdirs/metatlas/raw_data/jgi/20251211_JGI_LP-AC_510770_StrigoArab_final_IQX_C18_USDAY99597/20251211_JGI_LP-AC_510770_StrigoArab_final_IQX_C18_USDAY99597_POS_MS2_RefStd-10_Gluconapin_1_Rg80to1200-CE102040norm-glucosinolate-water-S1_Run541.h5	HF_Aug2019
5-hydroxy-3-methylbutenolide	5-hydroxy-3-methylbutenolide	HQIZYPQNJWENRT-UHFFFAOYSA-N	[M-H2O+H]+	97.028405052	0.9994350383663833	0.4994350383663831	1.499435038366383	5.0	positive		/global/cfs/cdirs/metatlas/raw_data/jgi/20251211_JGI_LP-AC_510770_StrigoArab_final_IQX_C18_USDAY99597/20251211_JGI_LP-AC_510770_StrigoArab_final_IQX_C18_USDAY99597_POS_MS2_RefStd-46_5-hydroxy-3-methylbutenolide_1_Rg80to1200-CE205060norm-strigo-ACNwater-S1_Run726.h5	HF_Aug2019
metaproterenol	metaproterenol	LMOINURANNBYCM-UHFFFAOYSA-N	[M+H]+	212.128119404	1.0018719954658883	0.5018719954658883	1.5018719954658883	5.0	positive		/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_POS_MS2_23_MS-P3-C4_1_Rg80to1200-CE205060norm--S1_Run129.h5	HF_Aug2019
l-3-o-methyl-dopa	l-3-o-methyl-dopa	PFDUUKDQEHURQC-ZETCQYMHSA-N	[M+H]+	212.091758	1.03424857	0.834248566	1.23424857	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_27_P-4-R-C_1_Rg70to1050-CE102040--S1_Run147.mzML	HF_Aug2019
2'-deoxyadenosine	2'-deoxyadenosine	OLXZPDWKRNYJJZ-RRKCRQDMSA-N	[M+H]+	252.109139	1.03445217	0.834452171	1.23445217	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_25_P-4-R-A_1_Rg70to1050-CE102040--S1_Run137.mzML	HF_Aug2019
serotonin	serotonin	QZAYGJVTTNCVMB-UHFFFAOYSA-N	[M+H]+	177.10223900399998	1.0366033804250616	0.5366033804250616	1.5366033804250616	5.0	positive		/global/cfs/cdirs/metatlas/raw_data/jgi/20260327_JGI_AE_511825_SorghAnth_final_EXP120B_C18_USDAY91587/20260327_JGI_AE_511825_SorghAnth_final_EXP120B_C18_USDAY91587_POS_MS2_RefStd-2_serotonin-10ugml_1_Rg80to1200-CE102040norm-RefStd-S1_Run246.h5	HF_Aug2019
Propionate	Propionate	XBDQKXXYIPTUBI-UHFFFAOYSA-N	[M+H]+	75.04405543	1.048368304	0.548368304	1.548368304	5.0	positive	C18 [M+H]+ 1.23 Ok peak [M-H]- ND // HILIC [M+H]+ 0.98 ok peak, low intensity [M-H]- 1.17 low intensity, different RT from POS	/global/cfs/cdirs/metatlas/raw_data/jgi/20260604_JGI_MF_509048_Reference_Standards_IQX_C18_USDAY98765/20260423_JGI_YZ_511297_AnabescPyrofur_final-std_IQX_C18_USDAY98765_POS_MS2_RefStd-32_Propionate_2_Rg50to200-CE102040norm-100ugml-S1_Run17.h5	HF_Aug2019
4-hydroxy-glucobrassicin	4-hydroxy-glucobrassicin	CSMYCLLHRFFFLG-IRHMCKRBSA-N	[M+H]+	465.0632128399999	1.055684979893324	0.5556849798933239	1.555684979893324	5.0	positive		/global/cfs/cdirs/metatlas/raw_data/jgi/20251211_JGI_LP-AC_510770_StrigoArab_final_IQX_C18_USDAY99597/20251211_JGI_LP-AC_510770_StrigoArab_final_IQX_C18_USDAY99597_POS_MS2_RefStd-5_4-Hydroxy-glucobrassicin_1_Rg80to1200-CE102040norm-glucosinolate-water-S1_Run516.h5	HF_Aug2019
mevalolactone	mevalolactone	JYVXNLLUYHCIIH-UHFFFAOYSA-N	[M+H]+	131.070294	1.05716505	0.85716505	1.25716505	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_17_P-3-R-A_1_Rg70to1050-CE102040--S1_Run97.mzML	HF_Aug2019
glutaric acid	glutaric acid	JFCQEDHGNNZCLN-UHFFFAOYSA-N	[M+H-H2O]+	115.038959	1.06220755	0.86220755	1.26220755	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt5n7_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_35_P-5-R-C_1_Rg70to1050-CE102040--S1_Run21.mzML	HF_Aug2019
vanillylmandelic acid	vanillylmandelic acid	CGQCWMIAEPEHNQ-UHFFFAOYSA-N	[M+H-H2O]+	181.0495234	1.0663081	0.8663081	1.266308095	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_236_P-30-R-D_1_Rg90to1350-CE102040--S1_Run1185.mzML	HF_Aug2019
2'-deoxyguanosine	2'-deoxyguanosine	YKBGVTZYEHREMT-KVQBGUIXSA-N	[M+H]+	268.104054	1.11278867	0.91278867	1.31278867	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_20_P-3-R-D_1_Rg70to1050-CE102040--S1_Run112.mzML	HF_Aug2019
pyridoxal	pyridoxal	RADKZDMFGJYCBB-UHFFFAOYSA-N	[M+H]+	168.065543	1.17217601	0.97217601	1.37217601	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_44_P-6-R-D_1_Rg70to1050-CE102040--S1_Run192.mzML	HF_Aug2019
homogentisate	homogentisate	IGMNYECMUMZDDF-UHFFFAOYSA-N	[M+H]+	169.0495587	1.2066574	1.0066574	1.406657403	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_44_P-6-R-D_1_Rg70to1050-CE102040--S1_Run192.mzML	HF_Aug2019
kynurenine	kynurenine	YGPSJZOEDVAXAB-UHFFFAOYSA-N	[M+H]+	209.092092	1.2162417	1.0162417	1.4162417	5.0	positive		20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_POS_MSMS_32_P-4-R-H_1_Rg90to1350-CE102040--S1_Run165.mzML	HF_Aug2019
l-kynurenine	l-kynurenine	YGPSJZOEDVAXAB-QMMMGPOBSA-N	[M+H]+	209.092092	1.225337089	1.025337089	1.425337089	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_1_P-1-R-A_1_Rg70to1050-CE102040--S1_Run17.mzML	HF_Aug2019
5-hydroxy-l-tryptophan	5-hydroxy-l-tryptophan	LDCYZAJDBXYCGN-VIFPVBQESA-N	[M+H]+	221.0919952	1.2503671491377748	0.7503671491377748	1.7503671491377748	5.0	positive	Revised with 1.0 min and 1.2 max and chose 1.1 peak. C18 [M+H]+ 0.45 [M-H]- 0.45 //  // HILICZ [M+H]+ 12.29 [M-H]- 12.3 // nan		
5-iodouracil	5-iodouracil	KSNXJLQDQOIRIP-UHFFFAOYSA-N	[M+H]+	238.931225	1.28533826	1.08533826	1.485338258	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_58_P-8-R-B_1_Rg90to1350-CE102040--S1_Run295.mzML	HF_Aug2019
5-methoxyuridine	5-methoxyuridine	ZXIATBNUWJBBGT-UHFFFAOYSA-N	[M+H]+	275.087401	1.28743876	1.087438757	1.48743876	5.0	positive		20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_POS_MSMS_25_P-4-R-A_1_Rg90to1350-CE102040--S1_Run130.mzML	HF_Aug2019
itaconic acid	itaconic acid	LVHBHZANLOWSRM-UHFFFAOYSA-N	[M-H2O+H]+	113.023319672	1.304776088280348	0.8047760882803479	1.804776088280348	5.0	positive		/global/cfs/cdirs/metatlas/raw_data/jgi/20241021_JGI_HS_510060_SorghExu_final1_IQX_C18_USDAY92782/20241021_JGI_HS_510060_SorghExu_final1_IQX_C18_USDAY92782_POS_MS2_RefStd-4_ItaconicAcid_1_Rg80to1200-CE205060norm-10ugmL-S1_Run400.h5	HF_Aug2019
itaconate	itaconate	LVHBHZANLOWSRM-UHFFFAOYSA-N	[M+H-H2O]+	113.023309	1.33109388	1.13109388	1.53109388	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_60_P-Iso1n2n3n4n6-V2_1_Rg70to1050-CE102040--S1_Run222.mzML	HF_Aug2019
2-amino-4,6-dimethylnicotinic acid	2-amino-4,6-dimethylnicotinic acid	XITZJLJVSFQXLV-UHFFFAOYSA-N	[M+H]+	167.081528	1.35412688	1.15412688	1.55412688	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_240_P-30-R-H_1_Rg90to1350-CE102040--S1_Run1205.mzML	HF_Aug2019
roxarsone	roxarsone	XMVJITFPVVRMHC-UHFFFAOYSA-N	[M+H]+	263.948384412	1.419936923875614	0.919936923875614	1.919936923875614	5.0	positive		/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_POS_MS2_47_MS-P5-C8_1_Rg80to1200-CE205060norm--S1_Run255.h5	HF_Aug2019
2-(3-methyl-2,6-dioxo-1,3,7-trihydropurin-7-yl)acetic acid	2-(3-methyl-2,6-dioxo-1,3,7-trihydropurin-7-yl)acetic acid	AGASXISVTOCAIF-UHFFFAOYSA-N	[M+H]+	225.061855	1.42311557	1.223115571	1.62311557	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_239_P-30-R-G_1_Rg90to1350-CE102040--S1_Run1200.mzML	HF_Aug2019
xanthosine	xanthosine	UBORTCNDUKBEOP-UUOKFMHZSA-N	[M+H]+	285.082984	1.42537458	1.22537458	1.62537458	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_14_P-2-R-F_1_Rg70to1050-CE102040--S1_Run82.mzML	HF_Aug2019
2-oxovaleric acid	2-oxovaleric acid	KDVFRMMRZOCFLS-UHFFFAOYSA-N	[M-H+2Na]+	161.0184441	1.45097904	1.25097904	1.65097904	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_0_QC-new_Pre_Rg70to1050-CE102040--QC_Run6.mzML	HF_Aug2019
ryscinic acid	ryscinic acid	JOTXKBDAQVLFAX-UHFFFAOYSA-N	[M+H]+	151.050227	1.45971465	1.25971465	1.65971465	5.0	positive		20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_POS_MSMS_11_P-2-R-C_1_Rg90to1350-CE102040--S1_Run60.mzML	HF_Aug2019
vanylglycol	vanylglycol	FBWPWWWZWKPJFL-UHFFFAOYSA-N	[M+H-H2O]+	167.0702589	1.4618197	1.2618197	1.661819697	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_44_P-6-R-D_1_Rg70to1050-CE102040--S1_Run192.mzML	HF_Aug2019
phenylalanine	phenylalanine	COLNVLDHVKWLRT-UHFFFAOYSA-N	[M+H]+	166.086279	1.468856253	1.268856253	1.668856253	5.0	positive		20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_POS_MSMS_59_P-8-R-C_1_Rg90to1350-CE102040--S1_Run300.mzML	HF_Aug2019
(2-isobutyrylamino-acetylamino)-acetic acid	(2-isobutyrylamino-acetylamino)-acetic acid	HZXKIWTUQWWSDX-UHFFFAOYSA-N	[M+H]+	203.102657	1.48283765	1.28283765	1.68283765	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_288_P-36-R-H_1_Rg90to1350-CE102040--S1_Run1445.mzML	HF_Aug2019
4-hydroxyphenylacetamide	4-hydroxyphenylacetamide	YBPAYPRLUDCSEY-UHFFFAOYSA-N	[M+H]+	152.070629	1.521736497	1.321736497	1.721736497	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_237_P-30-R-E_1_Rg90to1350-CE102040--S1_Run1190.mzML	HF_Aug2019
sulfacetamide	sulfacetamide	SKIVFJLNDNKQPD-UHFFFAOYSA-N	[M+Na]+	237.03043118	1.5495253440692918	1.0495253440692918	2.049525344069292	5.0	positive		/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_POS_MS2_49_MS-P5-C10_1_Rg80to1200-CE205060norm--S1_Run265.h5	HF_Aug2019
sulfacetamide	sulfacetamide	SKIVFJLNDNKQPD-UHFFFAOYSA-N	[M+H]+	215.04848918	1.5541632978532822	1.0541632978532822	2.0541632978532824	5.0	positive		/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_POS_MS2_49_MS-P5-C10_1_Rg80to1200-CE102040norm--S1_Run264.h5	HF_Aug2019
2-(6-oxohydropurin-8-ylthio)acetic acid	2-(6-oxohydropurin-8-ylthio)acetic acid	AVYNRDYUSMADRZ-UHFFFAOYSA-N	[M+H]+	227.023361	1.558443832	1.358443832	1.758443832	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_63_P-8-R-G_1_Rg90to1350-CE102040--S1_Run320.mzML	HF_Aug2019
3,4-dihydroxybenzoate	3,4-dihydroxybenzoate	YQUVCSBJEUQKSH-UHFFFAOYSA-N	[M+H]+	155.0339087	1.58907208	1.38907208	1.78907208	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt5n7_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_37_P-5-R-E_1_Rg70to1050-CE102040--S1_Run31.mzML	HF_Aug2019
catechol	catechol	YCIMNLLNPGFGHC-UHFFFAOYSA-N	[M+H]+	111.044079	1.58907208	1.38907208	1.78907208	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt5n7_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_37_P-5-R-E_1_Rg70to1050-CE102040--S1_Run31.mzML	HF_Aug2019
patulin	patulin	ZRWPUFFVAOMMNM-UHFFFAOYSA-N	[M+H]+	155.0339087	1.59167728	1.391677283	1.79167728	5.0	positive		20190115_KBL_TN_EMA_Enzo_Pl1to6_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_26_P-4-R-B_1_Rg90to1350-CE102040--S1_Run135.mzML	HF_Aug2019
potassium p-aminobenzoate	potassium p-aminobenzoate	ALYNCZNDIQEVRV-UHFFFAOYSA-N	[M+H]+	138.054954464	1.6023334848462574	1.1023334848462574	2.102333484846257	5.0	positive		/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_POS_MS2_6_MS-P1-C7_1_Rg80to1200-CE102040norm--S1_Run39.h5	HF_Aug2019
pilocarpine nitrate	pilocarpine nitrate	QCHFTSOMWOSFHM-WPRPVWTQSA-N	[M+H]+	209.128453752	1.6332281733591745	1.1332281733591745	2.133228173359174	5.0	positive		/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_POS_MS2_40_MS-P4-C11_1_Rg80to1200-CE205060norm--S1_Run218.h5	HF_Aug2019
dacarbazine	dacarbazine	FDKXTQMXEQVLRF-ZHACJKMWSA-N	[M+H]+	183.09888494	1.6415556782294587	1.1415556782294587	2.1415556782294587	5.0	positive		/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_POS_MS2_16_MS-P2-C7_1_Rg80to1200-CE205060norm--S1_Run92.h5	HF_Aug2019
ethylmalonic acid	ethylmalonic acid	UKFXDFUAPNAMPJ-UHFFFAOYSA-N	[M+H-H2O]+	115.0389587	1.662912445	1.462912445	1.862912445	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt5n7_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_39_P-5-R-G_1_Rg70to1050-CE102040--S1_Run41.mzML	HF_Aug2019
1s,2r-phenylpropanolamine	1s,2r-phenylpropanolamine	DLNKOYKMWOXYQA-VXNVDRBHSA-N	[M+H]+	152.10699003599998	1.6869614483798578	1.1869614483798578	2.186961448379858	5.0	positive		/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_POS_MS2_37_MS-P4-C8_1_Rg80to1200-CE205060norm--S1_Run203.h5	HF_Aug2019
2-fluoro-phenylalanine	2-fluoro-phenylalanine	NYCRCTMDYITATC-UHFFFAOYSA-N	[M+H]+	184.0768568	1.710098599	1.510098599	1.910098599	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_33_P-5-R-A_1_Rg90to1350-CE102040--S1_Run170.mzML	HF_Aug2019
3-hydroxyanthranilate	3-hydroxyanthranilate	WJXSWCUQABXPFS-UHFFFAOYSA-N	[M+H]+	154.049893	1.71978634	1.519786336	1.91978634	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt5n7_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_38_P-5-R-F_1_Rg70to1050-CE102040--S1_Run36.mzML	HF_Aug2019
chlorothiazide	chlorothiazide	JBMKAUGHUNFTOL-UHFFFAOYSA-N	[M+H]+	295.9561013519999	1.7252815314036258	1.2252815314036258	2.225281531403626	5.0	positive		/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_POS_MS2_6_MS-P1-C7_1_Rg80to1200-CE205060norm--S1_Run40.h5	HF_Aug2019
4-fluoro-phenylalanine	4-fluoro-phenylalanine	XWHHYOYVRVGJJY-UHFFFAOYSA-N	[M+H]+	184.0768568	1.83499442	1.63499442	2.03499442	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_39_P-5-R-G_1_Rg90to1350-CE102040--S1_Run200.mzML	HF_Aug2019
(1)-1,2,3,4-tetrahydroisoquinoline-3-carboxylic acid	(1)-1,2,3,4-tetrahydroisoquinoline-3-carboxylic acid	BWKMGYQJPOAASG-UHFFFAOYSA-N	[M+H]+	178.086279	1.84579681	1.64579681	2.04579681	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_50_P-7-R-B_1_Rg90to1350-CE102040--S1_Run255.mzML	HF_Aug2019
m-fluoro-phenylalanine	m-fluoro-phenylalanine	VWHRYODZTDMVSS-UHFFFAOYSA-N	[M+H]+	184.0768568	1.85519833	1.65519833	2.05519833	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_40_P-5-R-H_1_Rg90to1350-CE102040--S1_Run205.mzML	HF_Aug2019
goitrin	goitrin	UZQVYLOFLQICCT-UHFFFAOYSA-N	[M+H]+	130.032110844	1.8557475419105156	1.3557475419105154	2.355747541910516	5.0	positive		/global/cfs/cdirs/metatlas/raw_data/jgi/20251211_JGI_LP-AC_510770_StrigoArab_final_IQX_C18_USDAY99597/20251211_JGI_LP-AC_510770_StrigoArab_final_IQX_C18_USDAY99597_POS_MS2_RefStd-22_Goitrin_1_Rg80to1200-CE205060norm-isothiocyanate-ACNwater-S1_Run604.h5	HF_Aug2019
6-aminochromen-2-one	6-aminochromen-2-one	ZOJAINJCZSVZGW-UHFFFAOYSA-N	[M+H]+	162.054979	1.86919987	1.66919987	2.06919987	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_257_P-33-R-A_1_Rg90to1350-CE102040--S1_Run1290.mzML	HF_Aug2019
n-benzyl-aspartic acid	n-benzyl-aspartic acid	RKSKSWSMXZYPFW-UHFFFAOYSA-N	[M+H]+	224.091758	1.90835991	1.70835991	2.10835991	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_219_P-28-R-C_1_Rg90to1350-CE102040--S1_Run1100.mzML	HF_Aug2019
